날짜,시간,국가,경제지표,실제,예상,이전,중요도
10.16 (Wed), 15:00,gb,근원 산출 생산자물가지수(PPI) (전년비) Sep,,,1.3%,하
10.16 (Wed), 15:00,gb,근원 인플레이션율 (전월비) Sep,,,0.4%,하
10.16 (Wed), 15:00,gb,소매물가지수 (전년비) Sep,,3.1%,3.5%,하
10.16 (Wed), 08:00,us,Fed Bostic 연설 ,,,,중
10.16 (Wed), 08:00,kr,실업률 Sep,,,2.4%,중
10.16 (Wed), 03:00,us,월간 예산 보고 Sep,,$61B,$-380B,중
10.16 (Wed), 02:00,us,Fed Kugler 연설 ,,,,중
10.16 (Wed), 01:00,us,세계 유제품 무역 가격 지수 ,,,,하
10.16 (Wed), 00:30,us,3개월 만기 국채 입찰 ,,,4.550%,하
10.16 (Wed), 00:30,us,Fed Daly 연설 ,,,,중
10.16 (Wed), 00:30,us,6개월 만기 국채 입찰 ,,,4.305%,하
10.16 (Wed), 00:00,us,소비자 기대 인플레이션 Sep,,,3%,하
10.15 (Tue), 21:55,us,Redbook 지수(전년비) Oct/12,,,5.4%,하
10.15 (Tue), 21:30,us,뉴욕 엠파이어 스테이트 제조업 지수 Oct,,2.3,11.5,중
10.15 (Tue), 18:00,gb,30년 만기 국채 입찰 ,,,4.329%,하
10.15 (Tue), 15:00,gb,3개월 고용변화  Aug,,,265K,중
10.15 (Tue), 15:00,gb,실업률 Aug,,4.1%,4.1%,상
10.15 (Tue), 15:00,gb,3개월 평균 임금 (상여 제외) (전년비) Aug,,5%,5.1%,하
10.15 (Tue), 15:00,gb,3개월 평균 임금 (상여 포함) (전년비) Aug,,,4%,중
10.15 (Tue), 15:00,gb,HMRC 고용수 변화 Sep,,,-59K,하
10.15 (Tue), 15:00,gb,실업수당청구 변동 Sep,,20.2K,23.7K,하
10.15 (Tue), 14:00,kr,2년 만기 국채입찰 ,,,2.935%,하
10.15 (Tue), 10:30,cn,PBoC 1년 만기 MLF (중기유동성지원창구) 금리 ,,,2.0%,하
10.15 (Tue), 06:00,kr,수입물가지수 (전년비) Sep,,,1.8%,하
10.15 (Tue), 06:00,kr,수출물가지수 (전년비) Sep,,,5.7%,하
10.15 (Tue), 06:00,us,연준 Kaskhari 성명 ,,,,중
10.15 (Tue), 04:00,us,연준 월러 연설 ,,,,중
10.14 (Mon), 22:00,us,연준 Kaskhari 성명 ,,,,중
10.14 (Mon), 17:30,gb,영국은행 Dhingra 연설 ,,,,하
10.14 (Mon), 17:00,cn,대출 잔액 증감 (전년비) Sep,,8.3%,8.5%,하
10.14 (Mon), 17:00,cn,광의통화량 M2 (전년비) Sep,,6.4%,6.3%,하
10.14 (Mon), 17:00,cn,신규 위안화 대출 Sep,,CNY1100B,CNY900B,중
10.14 (Mon), 17:00,cn,사회융자총액 Sep,,CNY3730B,CNY3030B,하
10.14 (Mon), 14:00,kr,3년 만기 국채입찰 ,,,2.875%,하
10.14 (Mon), 12:00,cn,수출액 (전년비) Sep,,6%,8.7%,중
10.14 (Mon), 12:00,cn,무역수지 Sep,,$89.8B,$91.02B,상
10.14 (Mon), 12:00,cn,수입액 (전년비) Sep,,0.9%,0.5%,중
10.14 (Mon), 09:00,us,콜럼버스의 날 ,,,,하
10.13 (Sun), 12:15,cn,차량 판매 (전년비) Sep,-1.7%,,-5.0%,하
10.13 (Sun), 10:30,cn,인플레이션율 (전년비) Sep,0.4%,0.6%,0.6%,상
10.13 (Sun), 10:30,cn,생산자 물가지수(PPI) (전년비) Sep,-2.8%,-2.5%,-1.8%,중
10.13 (Sun), 10:30,cn,인플레이션율 (전월비) Sep,0.0%,0.4%,0.4%,중
10.12 (Sat), 11:00,cn,China Finance Minister Conference ,,,,중
10.12 (Sat), 09:00,cn,국경일 골든 위크 ,,,,하
10.12 (Sat), 02:10,us,Fed 보우먼 연설 ,,,,중
10.12 (Sat), 02:00,us,베이커 휴즈 전체 시추기 가동건수 Oct/11,586,,585,하
10.12 (Sat), 02:00,us,베이커 휴즈 원유 시추기 가동건수 Oct/11,481,,479,하
10.12 (Sat), 01:00,us,WASDE 보고서 ,,,,하
10.11 (Fri), 23:00,us,미시건대 기대 인플레이션 잠정치 Oct,2.9%,,2.7%,하
10.11 (Fri), 23:00,us,미시건대 5년 기대 인플레이션 잠정치 Oct,3%,,3.1%,하
10.11 (Fri), 23:00,us,미시건대 소비자 심리지수 잠정치 Oct,68.9,70.8,70.1,상
10.11 (Fri), 23:00,us,미시건대 소비자 기대지수 잠정치 Oct,72.9,75,74.4,하
10.11 (Fri), 23:00,us,미시건대 경제현황 지수 잠정치 Oct,62.7,64.3,63.3,하
10.11 (Fri), 22:45,us,Fed Goolsbee 연설 ,,,,중
10.11 (Fri), 21:30,us,생산자 물가지수(PPI) (전월비) Sep,0%,0.1%,0.2%,상
10.11 (Fri), 21:30,us,생산자 물가지수(PPI) (전년비) Sep,1.8%,1.6%,1.9%,하
10.11 (Fri), 21:30,us,근원 생산자 물가지수 (전년비) Sep,2.8%,2.7%,2.6%,하
10.11 (Fri), 21:30,us,"PPI Ex 식품, 에너지 및 무역(월간) Sep",0.1%,0.2%,0.2%,하
10.11 (Fri), 21:30,us,"PPI Ex 식품, 에너지 및 무역(연간) Sep",3.2%,,3.3%,하
10.11 (Fri), 21:30,gb,NIESR 월간 GDP 추적 Sep,0.2%,,0.2%,하
10.11 (Fri), 21:30,us,PPI Sep,145.173,,145.103,하
10.11 (Fri), 21:30,us,근원 생산자 물가지수 (전월비) Sep,0.2%,0.2%,0.3%,중
10.11 (Fri), 15:00,gb,상품 무역수지 Aug,&pound;-15.06B,&pound;-19.3B,&pound;-18.87B,중
10.11 (Fri), 15:00,gb,월간 GDP 성장률 (전년비) Aug,1%,1.4%,0.9%,하
10.11 (Fri), 15:00,gb,상품 무역수지(비EU국) Aug,&pound;-4.95B,,&pound;-6.85B,중
10.11 (Fri), 15:00,gb,무역수지 Aug,&pound;-0.955B,,&pound;-4.712B,하
10.11 (Fri), 15:00,gb,제조업 생산 (전월비) Aug,1.1%,0.2%,-1.2%,중
10.11 (Fri), 15:00,gb,제조업 생산 (전년비) Aug,-0.3%,-0.4%,-2%,하
10.11 (Fri), 15:00,gb,산업생산 (전월비) Aug,0.5%,0.2%,-0.7%,중
10.11 (Fri), 15:00,gb,산업생산 (전년비) Aug,-1.6%,-0.5%,-2.2%,하
10.11 (Fri), 15:00,gb,건설 산출량 (전년비) Aug,0.3%,-0.3%,-1.4%,하
10.11 (Fri), 15:00,gb,월간 GDP 성장률 (전월비) Aug,0.2%,0.2%,0%,상
10.11 (Fri), 15:00,gb,3개월 평균 GDP 증가율 Aug,0.2%,0.3%,0.3%,중
10.11 (Fri), 10:00,kr,기준금리 결정 ,3.25%,3.25%,3.5%,중
10.11 (Fri), 05:30,us,연준 대차대조표 Oct/9,$7.05T,,$7.05T,하
10.11 (Fri), 02:00,us,30년물 채권 입찰 ,4.389%,,4.015%,중
10.11 (Fri), 01:00,us,15년 만기 모기지 금리 Oct/09,5.41%,,5.25%,하
10.11 (Fri), 01:00,us,30년 만기 모기지 금리 Oct/09,6.32%,,6.12%,하
10.11 (Fri), 00:30,us,4주 만기 국채 입찰 ,4.750%,,4.755%,하
10.11 (Fri), 00:30,us,8주 만기 국채 입찰 ,4.640%,,4.655%,하
10.10 (Thu), 23:30,us,EIA 천연가스재고량 변화 Oct/04,82Bcf,71Bcf,55Bcf,하
10.10 (Thu), 22:15,us,Fed's Lisa Cook ,,,,중
10.10 (Thu), 21:30,us,소비자 물가지수(CPI) (계절조정) Sep,314.686,,314.121,중
10.10 (Thu), 21:30,us,신규 실업수당 신청건수 Oct/05,258K,230K,225K,중
10.10 (Thu), 21:30,us,실업수당 청구건수 4주 평균 Oct/05,231K,,224.25K,하
10.10 (Thu), 21:30,us,계속 실업수당 청구건수 Sep/28,1861K,1830K,1819K,하
10.10 (Thu), 21:30,us,PPI Sep,,,144.854,하
10.10 (Thu), 21:30,us,소비자 물가지수(CPI) Sep,315.3,314.86,314.8,중
10.10 (Thu), 21:30,us,소비자물가지수 (CPI) (전년비) Sep,2.4%,2.3%,2.5%,상
10.10 (Thu), 21:30,us,근원 소비자물가지수 (CPI) (전년비) Sep,3.3%,3.2%,3.2%,상
10.10 (Thu), 21:30,us,소비자물가지수 (CPI) (전월비) Sep,0.2%,0.1%,0.2%,상
10.10 (Thu), 21:30,us,근원 소비자물가지수 (CPI) (전월비) Sep,0.3%,0.2%,0.3%,상
10.10 (Thu), 08:01,gb,RICS 주택가격지수 Sep,11%,4%,0%,하
10.10 (Thu), 07:00,us,Fed Daly 연설 ,,,,중
10.10 (Thu), 06:00,us,Fed 콜린스 연설 ,,,,중
10.10 (Thu), 03:00,us,FOMC 회의록 ,,,,상
10.10 (Thu), 02:00,us,10년물 국채 입찰 ,4.066%,,3.648%,중
10.10 (Thu), 01:30,us,연방 제퍼슨 연설 ,,,,중
10.10 (Thu), 01:15,us,Fed Barkin 연설 ,,,,중
10.10 (Thu), 00:30,us,17주 만기 국채 입찰 ,4.430%,,4.410%,하
10.10 (Thu), 00:00,us,연준 Williams 성명 ,,,,중
10.09 (Wed), 23:45,us,Fed 로건 연설 ,,,,중
10.09 (Wed), 23:30,us,Fed Goolsbee 연설 ,,,,중
10.09 (Wed), 23:30,us,EIA 가솔린 생산량 변동 Oct/04,0.627M,,-0.235M,하
10.09 (Wed), 23:30,us,EIA 난방유 재고 변동 Oct/04,0.497M,,-0.277M,하
10.09 (Wed), 23:30,us,EIA 정제소 원유 가동량 변동 Oct/04,-0.101M,,-0.662M,하
10.09 (Wed), 23:30,us,EIA 원유 재고 변동 Oct/04,5.810M,2M,3.889M,중
10.09 (Wed), 23:30,us,EIA 원유 수입량 변동 Oct/04,-0.305M,,0.191M,하
10.09 (Wed), 23:30,us,EIA 증류유 생산량 변동 Oct/04,0.194M,,-0.104M,하
10.09 (Wed), 23:30,us,Fed Barkin 연설 ,,,,중
10.09 (Wed), 23:30,us,EIA 쿠싱 원유 재고량 변동 Oct/04,1.247M,,0.84M,하
10.09 (Wed), 23:30,us,EIA 가솔린 재고 변동 Oct/04,-6.304M,-1.1M,1.119M,중
10.09 (Wed), 23:30,us,EIA 증류유 재고 변동 Oct/04,-3.124M,-1.75M,-1.284M,하
10.09 (Wed), 23:00,us,도매재고 (전월비) Aug,0.1%,0.2%,0.2%,하
10.09 (Wed), 22:15,us,Fed 로건 연설 ,,,,중
10.09 (Wed), 20:00,us,MBA 모기지 재융자 지수 Oct/04,997.3,,1099.5,하
10.09 (Wed), 20:00,us,MBA 모기지 신청건수 (전주비) Oct/04,-5.1%,,-1.3%,하
10.09 (Wed), 20:00,us,MBA 30년 모기지 금리 Oct/04,6.36%,,6.14%,하
10.09 (Wed), 20:00,us,MBA 구매 지수 Oct/04,149.2,,149.3,하
10.09 (Wed), 20:00,us,MBA 모기지 시장 지수 Oct/04,277.5,,292.3,하
10.09 (Wed), 18:00,gb,10년 만기 국채 입찰 ,4.170%,,3.757%,하
10.09 (Wed), 09:00,kr,한글날 ,,,,하
10.09 (Wed), 08:30,us,연방 제퍼슨 연설 ,,,,중
10.09 (Wed), 05:30,us,API 원유 재고 변화 Oct/04,10.9M,1.95M,-1.458M,중
10.09 (Wed), 05:00,us,Fed 콜린스 연설 ,,,,중
10.09 (Wed), 02:00,us,3년 만기 국채 입찰 ,3.878%,,3.440%,하
10.09 (Wed), 01:45,us,Fed Bostic 연설 ,,,,중
10.09 (Wed), 00:30,us,42 일 빌 경매 ,4.720%,,4.410%,하
10.08 (Tue), 23:10,us,RCM/TIPP 경제 낙관 지수 Oct,46.9,47.2,46.1,중
10.08 (Tue), 21:55,us,Redbook 지수(전년비) Oct/05,5.4%,,5.3%,하
10.08 (Tue), 21:30,us,수출액 Aug,$271.8B,,$266.5B,중
10.08 (Tue), 21:30,us,수입액 Aug,$342.2B,,$345.4B,중
10.08 (Tue), 21:30,us,무역수지 Aug,$-70.4B,$-70.6B,$-78.9B,중
10.08 (Tue), 19:00,us,NFIB 기업낙관지수 Sep,91.5,91.7,91.2,하
10.08 (Tue), 18:00,gb,15년 만기 지표 연동 트레저리 금식 경매 ,1.044%,,1.053%,하
10.08 (Tue), 16:00,us,Fed Kugler 연설 ,,,,중
10.08 (Tue), 11:00,cn,국가개발 및 개혁위원회 브리핑 ,,,,상
10.08 (Tue), 08:01,gb,BRC 소매 판매 (전년비) Sep,1.7%,,0.8%,중
10.08 (Tue), 08:00,kr,경상수지 Aug,$6.6B,,$8.97B,하
10.08 (Tue), 07:30,us,연방은행 무살렘 연설 ,,,,중
10.08 (Tue), 07:00,us,Fed Bostic 연설 ,,,,중
10.08 (Tue), 04:00,us,소비자 신용 변화 Aug,$8.93B,$12B,$26.63B,하
10.08 (Tue), 02:50,us,연준 Kaskhari 성명 ,,,,중
10.08 (Tue), 02:00,us,Fed 보우먼 연설 ,,,,중
10.08 (Tue), 00:30,us,3개월 만기 국채 입찰 ,4.550%,,4.500%,하
10.08 (Tue), 00:30,us,6개월 만기 국채 입찰 ,4.305%,,4.215%,하
10.07 (Mon), 22:15,us,중고차 가격 (전년비) Sep,-5.3%,,-3.9%,하
10.07 (Mon), 22:15,us,중고차 가격 (전월비) Sep,-0.5%,,1.2%,하
10.07 (Mon), 18:00,gb,BBA 모기지 금리 Sep,7.69%,,7.83%,하
10.07 (Mon), 16:05,cn,외환 보유고 Sep,$3.316T,$3.30T,$3.288T,하
10.07 (Mon), 15:00,gb,Halifax 주택가격지수(전년비) Sep,4.7%,,4.3%,중
10.07 (Mon), 15:00,gb,Halifax 주택가격지수(전월비) Sep,0.3%,0.2%,0.3%,중
10.07 (Mon), 14:00,kr,30년 만기 국채 경매 ,,,,하
10.07 (Mon), 09:00,cn,국경일 골든 위크 ,,,,하
10.07 (Mon), 06:00,kr,외환 보유고 Sep,$419.97B,,$415.92B,하
10.06 (Sun), 09:00,cn,국경일 골든 위크 ,,,,하
10.05 (Sat), 09:00,cn,국경일 골든 위크 ,,,,하
10.05 (Sat), 02:00,us,베이커 휴즈 전체 시추기 가동건수 Oct/04,585,,587,하
10.05 (Sat), 02:00,us,베이커 휴즈 원유 시추기 가동건수 Oct/04,479,484,484,하
10.04 (Fri), 22:00,us,연준 Williams 성명 ,,,,중
10.04 (Fri), 21:30,us,비농업 고용수 (전월비) Sep,254K,140K,159K,상
10.04 (Fri), 21:30,us,실업률 Sep,4.1%,4.2%,4.2%,상
10.04 (Fri), 21:30,us,제조업 고용수 (전월비) Sep,-7K,-5K,-27K,하
10.04 (Fri), 21:30,us,경제활동참가율 Sep,62.7%,62.7%,62.7%,중
10.04 (Fri), 21:30,us,시간당 평균 임금 Sep,34.2,34.3,34.3,하
10.04 (Fri), 21:30,us,U-6 실업률 ,7.7%,,7.9%,하
10.04 (Fri), 21:30,us,시간당 평균 임금 (전월비) Sep,0.4%,0.3%,0.5%,중
10.04 (Fri), 21:30,us,공무원 고용수 (전월비) Sep,31K,,45K,하
10.04 (Fri), 21:30,us,비농업 민간 고용수 (전월비) Sep,223K,125K,114K,하
10.04 (Fri), 21:30,us,시간당 평균 임금 (전년비) ,4%,3.8%,3.9%,중
10.04 (Fri), 17:30,gb,S&P 글로벌 건설 PMI Sep,57.2,53.1,53.6,중
10.04 (Fri), 17:00,gb,신차 판매 대수 (전년비) Sep,1.0%,,-1.3%,하
10.04 (Fri), 16:55,gb,BoE Pill 연설 ,,,,하
10.04 (Fri), 09:00,cn,국경일 골든 위크 ,,,,하
10.04 (Fri), 05:30,us,연준 대차대조표 Oct/2,$7.05T,,$7.08T,하
10.04 (Fri), 01:00,us,15년 만기 모기지 금리 Oct/02,5.25%,,5.16%,하
10.04 (Fri), 01:00,us,30년 만기 모기지 금리 Oct/02,6.12%,,6.08%,하
10.04 (Fri), 00:30,us,8주 만기 국채 입찰 ,4.655%,,4.650%,하
10.04 (Fri), 00:30,us,4주 만기 국채 입찰 ,4.755%,,4.7%,하
10.03 (Thu), 23:40,us,Fed Bostic 연설 ,,,,중
10.03 (Thu), 23:30,us,EIA 천연가스재고량 변화 Sep/27,55Bcf,57Bcf,47Bcf,하
10.03 (Thu), 23:00,us,공장주문 (전월비) Aug,-0.2%,0%,4.9%,중
10.03 (Thu), 23:00,us,비운송 공장주문 (전월비) Aug,-0.1%,,0.3%,하
10.03 (Thu), 23:00,us,ISM 서비스업 구매관리자지수(PMI) Sep,54.9,51.7,51.5,상
10.03 (Thu), 23:00,us,ISM 서비스 고용 Sep,48.1,,50.2,하
10.03 (Thu), 23:00,us,ISM 서비스업 신규주문 지수 Sep,59.4,,53,하
10.03 (Thu), 23:00,us,ISM 서비스업 물가 지수 Sep,59.4,56.3,57.3,하
10.03 (Thu), 23:00,us,ISM 서비스업 경제활동 지수 Sep,59.9,,53.3,하
10.03 (Thu), 22:45,us,S&P글로벌 종합 구매관리자지수(PMI) 최종 Sep,54,54.4,54.6,중
10.03 (Thu), 22:45,us,S&P글로벌 서비스업 구매관리자지수(PMI) 최종 Sep,55.2,55.4,55.7,중
10.03 (Thu), 21:30,us,실업수당 청구건수 4주 평균 Sep/28,224.25K,,225K,하
10.03 (Thu), 21:30,us,신규 실업수당 신청건수 Sep/28,225K,220K,219K,중
10.03 (Thu), 21:30,us,계속 실업수당 청구건수 Sep/21,1826K,,1827K,하
10.03 (Thu), 20:30,us,챌린저 해고 건수 Sep,72.821K,,75.891K,하
10.03 (Thu), 17:30,gb,S&P 글로벌 서비스 PMI 최종 Sep,52.4,52.8,53.7,중
10.03 (Thu), 17:30,gb,S&P 글로벌 종합 PMI 최종 Sep,52.6,52.9,53.8,하
10.03 (Thu), 17:00,gb,BoE Benford 연설 ,,,,하
10.03 (Thu), 09:00,kr,건국 기념일 ,,,,하
10.03 (Thu), 09:00,cn,국경일 골든 위크 ,,,,하
10.03 (Thu), 01:15,us,Fed Barkin 연설 ,,,,중
10.03 (Thu), 00:30,us,17주 만기 국채 입찰 ,4.410%,,4.430%,하
10.03 (Thu), 00:00,us,Fed 보우먼 연설 ,,,,중
10.02 (Wed), 23:30,us,EIA 가솔린 생산량 변동 Sep/27,-0.235M,,0.176M,하
10.02 (Wed), 23:30,us,EIA 난방유 재고 변동 Sep/27,-0.277M,,0.191M,하
10.02 (Wed), 23:30,us,EIA 정제소 원유 가동량 변동 Sep/27,-0.662M,,-0.124M,하
10.02 (Wed), 23:30,us,EIA 원유 재고 변동 Sep/27,3.889M,-1.3M,-4.471M,중
10.02 (Wed), 23:30,us,EIA 원유 수입량 변동 Sep/27,0.191M,,0.826M,하
10.02 (Wed), 23:30,us,EIA 증류유 생산량 변동 Sep/27,-0.104M,,-0.158M,하
10.02 (Wed), 23:30,us,EIA 쿠싱 원유 재고량 변동 Sep/27,0.84M,,0.116M,하
10.02 (Wed), 23:30,us,EIA 가솔린 재고 변동 Sep/27,1.119M,-0.1M,-1.538M,중
10.02 (Wed), 23:30,us,EIA 증류유 재고 변동 Sep/27,-1.284M,-1.5M,-2.227M,하
10.02 (Wed), 23:05,us,연방은행 무살렘 연설 ,,,,중
10.02 (Wed), 22:00,us,Fed Hammack 연설 ,,,,중
10.02 (Wed), 21:15,us,ADP 고용변화 Sep,143K,120K,103K,중
10.02 (Wed), 20:00,us,MBA 30년 모기지 금리 Sep/27,6.14%,,6.13%,하
10.02 (Wed), 20:00,us,MBA 모기지 신청건수 (전주비) Sep/27,-1.3%,,11%,하
10.02 (Wed), 20:00,us,MBA 모기지 시장 지수 Sep/27,292.3,,296.1,하
10.02 (Wed), 20:00,us,MBA 구매 지수 Sep/27,149.3,,148.2,하
10.02 (Wed), 20:00,us,MBA 모기지 재융자 지수 Sep/27,1099.5,,1132.9,하
10.02 (Wed), 18:00,gb,5년 만기 국채 입찰 ,3.880%,,3.811%,하
10.02 (Wed), 15:30,us,총 차량 판매 Sep,15.8M,15.7M,15.1M,하
10.02 (Wed), 09:30,kr,S&P글로벌 제조업 구매관리자지수(PMI) Sep,48.3,,51.9,중
10.02 (Wed), 09:00,cn,국경일 골든 위크 ,,,,하
10.02 (Wed), 08:00,kr,인플레이션율 (전년비) Sep,1.6%,,2%,중
10.02 (Wed), 08:00,kr,인플레이션율 (전월비) Sep,0.1%,,0.4%,하
10.02 (Wed), 07:15,us,Fed 콜린스 연설 ,,,,중
10.02 (Wed), 07:15,us,Fed Barkin 연설 ,,,,중
10.02 (Wed), 07:15,us,Fed Bostic 연설 ,,,,중
10.02 (Wed), 05:30,us,API 원유 재고 변화 Sep/27,-1.5M,-2.1M,-4.339M,중
10.02 (Wed), 00:30,us,42 일 빌 경매 ,4.750%,,4.620%,하
10.02 (Wed), 00:30,us,52주 만기 국채 입찰 ,3.780%,,4.150%,하
10.02 (Wed), 00:10,us,Fed's Lisa Cook ,,,,중
10.02 (Wed), 00:10,us,Fed Bostic 연설 ,,,,중
10.02 (Wed), 00:00,us,Fed Bostic 연설 ,,,,중
10.02 (Wed), 00:00,us,Fed's Lisa Cook ,,,,중
10.01 (Tue), 23:30,us,댈라스 연은 서비스 지수 Sep,-2.6,,-7.7,하
10.01 (Tue), 23:30,us,댈러스 연은 서비스 수익 지수 Sep,10.1,,8.7,하
10.01 (Tue), 23:00,us,ISM 제조업 물가 지수 Sep,48.3,53.3,54,하
10.01 (Tue), 23:00,us,ISM 제조업 신규주문 지수 Sep,46.1,,44.6,하
10.01 (Tue), 23:00,us,ISM 제조업 고용 지수 Sep,43.9,47,46,중
10.01 (Tue), 23:00,us,구인·이직 보고서(JOLTs) 직장 이탈수 Aug,3.084M,,3.243M,하
10.01 (Tue), 23:00,us,구인·이직 보고서(JOLTs) 채용수 Aug,8.04M,7.655M,7.711M,상
10.01 (Tue), 23:00,us,건설 지출 (전월비) Aug,-0.1%,0.1%,-0.5%,하
10.01 (Tue), 23:00,us,ISM 제조업 구매관리자지수(PMI) Sep,47.2,47.5,47.2,상
10.01 (Tue), 22:45,us,S&P글로벌 제조업 구매관리자지수(PMI) 최종 Sep,47.3,47,47.9,중
10.01 (Tue), 21:55,us,Redbook 지수(전년비) Sep/28,5.3%,,4.4%,하
10.01 (Tue), 18:30,us,LMI 물류 관리자 지수 Sep,58.6,,56.4,하
10.01 (Tue), 18:00,gb,20년만기 국채 금채 경매 ,4.421%,,4.372%,하
10.01 (Tue), 17:30,gb,제조업 PMI Sep,51.5,51.5,52.5,중
10.01 (Tue), 09:00,kr,무역수지 Sep,$6.66B,,$3.77B,하
10.01 (Tue), 09:00,kr,수입액 (전년비) Sep,2.2%,,6%,하
10.01 (Tue), 09:00,kr,수출액 (전년비) Sep,7.5%,,11.2%,중
10.01 (Tue), 09:00,cn,국경일 골든 위크 ,,,,하
10.01 (Tue), 02:55,us,Fed Chair Powell 연설 ,,,,상
10.01 (Tue), 02:00,us,Fed Chair Powell 연설 ,,,,상
10.01 (Tue), 01:00,us,분기별 곡물 재고-옥수수 Sep,1.760B,,4.993B,하
10.01 (Tue), 01:00,us,분기별 곡물 재고-소맥 Sep,1.98B,,0.702B,하
10.01 (Tue), 01:00,us,분기별 곡물 재고-대두 Sep,0.342B,,0.969B,하
10.01 (Tue), 00:30,us,6개월 만기 국채 입찰 ,4.215%,,4.270%,하
10.01 (Tue), 00:30,us,3개월 만기 국채 입찰 ,4.500%,,4.540%,하
